trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type
T4ANA1548,12:22:00,12:22:00,20,1,0
T4ANA1549,12:30:00,12:30:00,20,1,0
T4ANA1550,12:38:00,12:38:00,20,1,0
T4ANA1551,12:46:00,12:46:00,20,1,0
T4ANA1552,12:54:00,12:54:00,20,1,0
T4ANA1553,13:02:00,13:02:00,20,1,0
T4ANA1554,13:10:00,13:10:00,20,1,0
T4ANA1555,13:18:00,13:18:00,20,1,0
T4ANA1556,13:26:00,13:26:00,20,1,0
T4ANA1557,13:34:00,13:34:00,20,1,0
T4ANA1558,13:42:00,13:42:00,20,1,0
T4ANA1559,13:50:00,13:50:00,20,1,0
T4ANA1560,13:58:00,13:58:00,20,1,0
T4ANA1561,14:06:00,14:06:00,20,1,0
T4ANA1562,14:14:00,14:14:00,20,1,0
T4ANA1563,14:22:00,14:22:00,20,1,0
T4ANA1564,14:30:00,14:30:00,20,1,0
T4ANA1565,14:38:00,14:38:00,20,1,0
T4ANA1566,14:46:00,14:46:00,20,1,0
T4ANA1567,14:54:00,14:54:00,20,1,0
T4ANA1568,15:02:00,15:02:00,20,1,0
T4ANA1569,15:10:00,15:10:00,20,1,0
T4ANA1570,15:18:00,15:18:00,20,1,0
T4ANA1571,15:26:00,15:26:00,20,1,0
T4ANA1572,15:34:00,15:34:00,20,1,0
T4ANA1573,15:42:00,15:42:00,20,1,0
T4ANA1574,15:50:00,15:50:00,20,1,0
T4ANA1575,15:58:00,15:58:00,20,1,0
T4ANA1576,16:06:00,16:06:00,20,1,0
T4ANA1577,16:14:00,16:14:00,20,1,0
T4ANA1578,16:22:00,16:22:00,20,1,0
T4ANA1579,16:30:00,16:30:00,20,1,0
T4ANA1580,16:38:00,16:38:00,20,1,0
T4ANA1581,16:46:00,16:46:00,20,1,0
T4ANA1582,16:54:00,16:54:00,20,1,0
T4ANA1583,17:02:00,17:02:00,20,1,0
T4ANA1584,17:10:00,17:10:00,20,1,0
T4ANA1585,17:18:00,17:18:00,20,1,0
T4ANA1586,17:26:00,17:26:00,20,1,0
T4ANA1587,17:34:00,17:34:00,20,1,0
T4ANA1588,17:42:00,17:42:00,20,1,0
T4ANA1589,17:50:00,17:50:00,20,1,0
T4ANA1590,17:58:00,17:58:00,20,1,0
T4ANA1591,18:06:00,18:06:00,20,1,0
T4ANA1592,18:14:00,18:14:00,20,1,0
T4ANA1593,18:22:00,18:22:00,20,1,0
T4ANA1594,18:30:00,18:30:00,20,1,0
T4ANA1595,18:38:00,18:38:00,20,1,0
T4ANA1596,18:46:00,18:46:00,20,1,0
T4ANA1597,18:54:00,18:54:00,20,1,0
T4ANA1598,19:02:00,19:02:00,20,1,0
T4ANA1599,19:10:00,19:10:00,20,1,0
T4ANA15100,19:18:00,19:18:00,20,1,0
T4ANA15101,19:26:00,19:26:00,20,1,0
T4ANA15102,19:34:00,19:34:00,20,1,0
T4ANA15103,19:42:00,19:42:00,20,1,0
T4ANA15104,19:50:00,19:50:00,20,1,0
T4ANA15105,19:58:00,19:58:00,20,1,0
T4ANA15106,20:06:00,20:06:00,20,1,0
T4ANA15107,20:14:00,20:14:00,20,1,0
T4ANA15108,20:22:00,20:22:00,20,1,0
T4ANA15109,20:31:00,20:31:00,20,1,0
T4ANA15110,20:39:00,20:39:00,20,1,0
T4ANA15111,20:47:00,20:47:00,20,1,0
T4ANA15112,20:55:00,20:55:00,20,1,0
T4ANA15113,21:02:00,21:02:00,20,1,0
T4ANA15114,21:10:00,21:10:00,20,1,0
T4ANA15115,21:18:00,21:18:00,20,1,0
T4ANA15116,21:27:00,21:27:00,20,1,0
T4ANA15117,21:40:00,21:40:00,20,1,0
T4ANA15118,21:56:00,21:56:00,20,1,0
T4ANA15119,22:15:00,22:15:00,20,1,0
T4ANA15120,22:36:00,22:36:00,20,1,0
T4ANA15121,22:55:00,22:55:00,20,1,0
T4ANA15122,23:14:00,23:14:00,20,1,0
T4ANA15123,23:35:00,23:35:00,20,1,0
T4ANA15124,23:49:00,23:49:00,20,1,0
T4ANA15125,24:00:00,24:00:00,20,1,0
T4ANA151,05:01:00,05:01:00,21,2,0
T4ANA152,05:20:00,05:20:00,21,2,0
T4ANA153,05:41:00,05:41:00,21,2,0
T4ANA154,06:00:00,06:00:00,21,2,0
T4ANA155,06:20:00,06:20:00,21,2,0
T4ANA156,06:39:00,06:39:00,21,2,0
T4ANA157,06:55:00,06:55:00,21,2,0
T4ANA158,07:03:00,07:03:00,21,2,0
T4ANA159,07:11:00,07:11:00,21,2,0
T4ANA1510,07:19:00,07:19:00,21,2,0
T4ANA1511,07:27:00,07:27:00,21,2,0
T4ANA1512,07:35:00,07:35:00,21,2,0
T4ANA1513,07:43:00,07:43:00,21,2,0
T4ANA1514,07:51:00,07:51:00,21,2,0
T4ANA1515,07:59:00,07:59:00,21,2,0
T4ANA1516,08:07:00,08:07:00,21,2,0
T4ANA1517,08:15:00,08:15:00,21,2,0
T4ANA1518,08:23:00,08:23:00,21,2,0
T4ANA1519,08:31:00,08:31:00,21,2,0
T4ANA1520,08:39:00,08:39:00,21,2,0
T4ANA1521,08:47:00,08:47:00,21,2,0
T4ANA1522,08:55:00,08:55:00,21,2,0
T4ANA1523,09:03:00,09:03:00,21,2,0
T4ANA1524,09:11:00,09:11:00,21,2,0
T4ANA1525,09:19:00,09:19:00,21,2,0
T4ANA1526,09:27:00,09:27:00,21,2,0
T4ANA1527,09:35:00,09:35:00,21,2,0
T4ANA1528,09:43:00,09:43:00,21,2,0
T4ANA1529,09:51:00,09:51:00,21,2,0
T4ANA1530,09:59:00,09:59:00,21,2,0
T4ANA1531,10:07:00,10:07:00,21,2,0
T4ANA1532,10:15:00,10:15:00,21,2,0
T4ANA1533,10:23:00,10:23:00,21,2,0
T4ANA1534,10:31:00,10:31:00,21,2,0
T4ANA1535,10:39:00,10:39:00,21,2,0
T4ANA1536,10:47:00,10:47:00,21,2,0
T4ANA1537,10:55:00,10:55:00,21,2,0
T4ANA1538,11:03:00,11:03:00,21,2,0
T4ANA1539,11:11:00,11:11:00,21,2,0
T4ANA1540,11:19:00,11:19:00,21,2,0
T4ANA1541,11:27:00,11:27:00,21,2,0
T4ANA1542,11:35:00,11:35:00,21,2,0
T4ANA1543,11:43:00,11:43:00,21,2,0
T4ANA1544,11:51:00,11:51:00,21,2,0
T4ANA1545,11:59:00,11:59:00,21,2,0
T4ANA1546,12:07:00,12:07:00,21,2,0
T4ANA1547,12:15:00,12:15:00,21,2,0
T4ANA1548,12:23:00,12:23:00,21,2,0
T4ANA1549,12:31:00,12:31:00,21,2,0
T4ANA1550,12:39:00,12:39:00,21,2,0
T4ANA1551,12:47:00,12:47:00,21,2,0
T4ANA1552,12:55:00,12:55:00,21,2,0
T4ANA1553,13:03:00,13:03:00,21,2,0
T4ANA1554,13:11:00,13:11:00,21,2,0
T4ANA1555,13:19:00,13:19:00,21,2,0
T4ANA1556,13:27:00,13:27:00,21,2,0
T4ANA1557,13:35:00,13:35:00,21,2,0
T4ANA1558,13:43:00,13:43:00,21,2,0
T4ANA1559,13:51:00,13:51:00,21,2,0
T4ANA1560,13:59:00,13:59:00,21,2,0
T4ANA1561,14:07:00,14:07:00,21,2,0
T4ANA1562,14:15:00,14:15:00,21,2,0
T4ANA1563,14:23:00,14:23:00,21,2,0
T4ANA1564,14:31:00,14:31:00,21,2,0
T4ANA1565,14:39:00,14:39:00,21,2,0
T4ANA1566,14:47:00,14:47:00,21,2,0
T4ANA1567,14:55:00,14:55:00,21,2,0
T4ANA1568,15:03:00,15:03:00,21,2,0
T4ANA1569,15:11:00,15:11:00,21,2,0
T4ANA1570,15:19:00,15:19:00,21,2,0
T4ANA1571,15:27:00,15:27:00,21,2,0
T4ANA1572,15:35:00,15:35:00,21,2,0
T4ANA1573,15:43:00,15:43:00,21,2,0
T4ANA1574,15:51:00,15:51:00,21,2,0
T4ANA1575,15:59:00,15:59:00,21,2,0
T4ANA1576,16:07:00,16:07:00,21,2,0
T4ANA1577,16:15:00,16:15:00,21,2,0
T4ANA1578,16:23:00,16:23:00,21,2,0
T4ANA1579,16:31:00,16:31:00,21,2,0
T4ANA1580,16:39:00,16:39:00,21,2,0
T4ANA1581,16:47:00,16:47:00,21,2,0
T4ANA1582,16:55:00,16:55:00,21,2,0
T4ANA1583,17:03:00,17:03:00,21,2,0
T4ANA1584,17:11:00,17:11:00,21,2,0
T4ANA1585,17:19:00,17:19:00,21,2,0
T4ANA1586,17:27:00,17:27:00,21,2,0
T4ANA1587,17:35:00,17:35:00,21,2,0
T4ANA1588,17:43:00,17:43:00,21,2,0
T4ANA1589,17:51:00,17:51:00,21,2,0
T4ANA1590,17:59:00,17:59:00,21,2,0
T4ANA1591,18:07:00,18:07:00,21,2,0
T4ANA1592,18:15:00,18:15:00,21,2,0
T4ANA1593,18:23:00,18:23:00,21,2,0
T4ANA1594,18:31:00,18:31:00,21,2,0
T4ANA1595,18:39:00,18:39:00,21,2,0
T4ANA1596,18:47:00,18:47:00,21,2,0
T4ANA1597,18:55:00,18:55:00,21,2,0
T4ANA1598,19:03:00,19:03:00,21,2,0
T4ANA1599,19:11:00,19:11:00,21,2,0
T4ANA15100,19:19:00,19:19:00,21,2,0
T4ANA15101,19:27:00,19:27:00,21,2,0
T4ANA15102,19:35:00,19:35:00,21,2,0
T4ANA15103,19:43:00,19:43:00,21,2,0
T4ANA15104,19:51:00,19:51:00,21,2,0
T4ANA15105,19:59:00,19:59:00,21,2,0
T4ANA15106,20:07:00,20:07:00,21,2,0
T4ANA15107,20:15:00,20:15:00,21,2,0
T4ANA15108,20:23:00,20:23:00,21,2,0
T4ANA15109,20:32:00,20:32:00,21,2,0
T4ANA15110,20:40:00,20:40:00,21,2,0
T4ANA15111,20:48:00,20:48:00,21,2,0
T4ANA15112,20:56:00,20:56:00,21,2,0
T4ANA15113,21:03:00,21:03:00,21,2,0
T4ANA15114,21:11:00,21:11:00,21,2,0
T4ANA15115,21:19:00,21:19:00,21,2,0
T4ANA15116,21:28:00,21:28:00,21,2,0
T4ANA15117,21:41:00,21:41:00,21,2,0
T4ANA15118,21:57:00,21:57:00,21,2,0
T4ANA15119,22:16:00,22:16:00,21,2,0
T4ANA15120,22:37:00,22:37:00,21,2,0
T4ANA15121,22:56:00,22:56:00,21,2,0
T4ANA15122,23:15:00,23:15:00,21,2,0
T4ANA15123,23:36:00,23:36:00,21,2,0
T4ANA15124,23:50:00,23:50:00,21,2,0
T4ANA15125,24:01:00,24:01:00,21,2,0
T4ANA151,05:03:00,05:03:00,22,3,0
T4ANA152,05:22:00,05:22:00,22,3,0
T4ANA153,05:43:00,05:43:00,22,3,0
T4ANA154,06:02:00,06:02:00,22,3,0
T4ANA155,06:22:00,06:22:00,22,3,0
T4ANA156,06:41:00,06:41:00,22,3,0
T4ANA157,06:57:00,06:57:00,22,3,0
T4ANA158,07:05:00,07:05:00,22,3,0
T4ANA159,07:13:00,07:13:00,22,3,0
T4ANA1510,07:21:00,07:21:00,22,3,0
T4ANA1511,07:29:00,07:29:00,22,3,0
T4ANA1512,07:37:00,07:37:00,22,3,0
T4ANA1513,07:45:00,07:45:00,22,3,0
T4ANA1514,07:53:00,07:53:00,22,3,0
T4ANA1515,08:01:00,08:01:00,22,3,0
T4ANA1516,08:09:00,08:09:00,22,3,0
T4ANA1517,08:17:00,08:17:00,22,3,0
T4ANA1518,08:25:00,08:25:00,22,3,0
T4ANA1519,08:33:00,08:33:00,22,3,0
T4ANA1520,08:41:00,08:41:00,22,3,0
T4ANA1521,08:49:00,08:49:00,22,3,0
T4ANA1522,08:57:00,08:57:00,22,3,0
T4ANA1523,09:05:00,09:05:00,22,3,0
T4ANA1524,09:13:00,09:13:00,22,3,0
T4ANA1525,09:21:00,09:21:00,22,3,0
T4ANA1526,09:29:00,09:29:00,22,3,0
T4ANA1527,09:37:00,09:37:00,22,3,0
T4ANA1528,09:45:00,09:45:00,22,3,0
T4ANA1529,09:53:00,09:53:00,22,3,0
T4ANA1530,10:01:00,10:01:00,22,3,0
T4ANA1531,10:09:00,10:09:00,22,3,0
T4ANA1532,10:17:00,10:17:00,22,3,0
T4ANA1533,10:25:00,10:25:00,22,3,0
T4ANA1534,10:33:00,10:33:00,22,3,0
T4ANA1535,10:41:00,10:41:00,22,3,0
T4ANA1536,10:49:00,10:49:00,22,3,0
T4ANA1537,10:57:00,10:57:00,22,3,0
T4ANA1538,11:05:00,11:05:00,22,3,0
T4ANA1539,11:13:00,11:13:00,22,3,0
T4ANA1540,11:21:00,11:21:00,22,3,0
T4ANA1541,11:29:00,11:29:00,22,3,0
T4ANA1542,11:37:00,11:37:00,22,3,0
T4ANA1543,11:45:00,11:45:00,22,3,0
T4ANA1544,11:53:00,11:53:00,22,3,0
T4ANA1545,12:01:00,12:01:00,22,3,0
T4ANA1546,12:09:00,12:09:00,22,3,0
T4ANA1547,12:17:00,12:17:00,22,3,0
T4ANA1548,12:25:00,12:25:00,22,3,0
T4ANA1549,12:33:00,12:33:00,22,3,0
T4ANA1550,12:41:00,12:41:00,22,3,0
T4ANA1551,12:49:00,12:49:00,22,3,0
T4ANA1552,12:57:00,12:57:00,22,3,0
T4ANA1553,13:05:00,13:05:00,22,3,0
T4ANA1554,13:13:00,13:13:00,22,3,0
T4ANA1555,13:21:00,13:21:00,22,3,0
T4ANA1556,13:29:00,13:29:00,22,3,0
T4ANA1557,13:37:00,13:37:00,22,3,0
T4ANA1558,13:45:00,13:45:00,22,3,0
T4ANA1559,13:53:00,13:53:00,22,3,0
T4ANA1560,14:01:00,14:01:00,22,3,0
T4ANA1561,14:09:00,14:09:00,22,3,0
T4ANA1562,14:17:00,14:17:00,22,3,0
T4ANA1563,14:25:00,14:25:00,22,3,0
T4ANA1564,14:33:00,14:33:00,22,3,0
T4ANA1565,14:41:00,14:41:00,22,3,0
T4ANA1566,14:49:00,14:49:00,22,3,0
T4ANA1567,14:57:00,14:57:00,22,3,0
T4ANA1568,15:05:00,15:05:00,22,3,0
T4ANA1569,15:13:00,15:13:00,22,3,0
T4ANA1570,15:21:00,15:21:00,22,3,0
T4ANA1571,15:29:00,15:29:00,22,3,0
T4ANA1572,15:37:00,15:37:00,22,3,0
T4ANA1573,15:45:00,15:45:00,22,3,0
T4ANA1574,15:53:00,15:53:00,22,3,0
T4ANA1575,16:01:00,16:01:00,22,3,0
T4ANA1576,16:09:00,16:09:00,22,3,0
T4ANA1577,16:17:00,16:17:00,22,3,0
T4ANA1578,16:25:00,16:25:00,22,3,0
T4ANA1579,16:33:00,16:33:00,22,3,0
T4ANA1580,16:41:00,16:41:00,22,3,0
T4ANA1581,16:49:00,16:49:00,22,3,0
T4ANA1582,16:57:00,16:57:00,22,3,0
T4ANA1583,17:05:00,17:05:00,22,3,0
T4ANA1584,17:13:00,17:13:00,22,3,0
T4ANA1585,17:21:00,17:21:00,22,3,0
T4ANA1586,17:29:00,17:29:00,22,3,0
T4ANA1587,17:37:00,17:37:00,22,3,0
T4ANA1588,17:45:00,17:45:00,22,3,0
T4ANA1589,17:53:00,17:53:00,22,3,0
T4ANA1590,18:01:00,18:01:00,22,3,0
T4ANA1591,18:09:00,18:09:00,22,3,0
T4ANA1592,18:17:00,18:17:00,22,3,0
T4ANA1593,18:25:00,18:25:00,22,3,0
T4ANA1594,18:33:00,18:33:00,22,3,0
T4ANA1595,18:41:00,18:41:00,22,3,0
T4ANA1596,18:49:00,18:49:00,22,3,0
T4ANA1597,18:57:00,18:57:00,22,3,0
T4ANA1598,19:05:00,19:05:00,22,3,0
T4ANA1599,19:13:00,19:13:00,22,3,0
T4ANA15100,19:21:00,19:21:00,22,3,0
T4ANA15101,19:29:00,19:29:00,22,3,0
T4ANA15102,19:37:00,19:37:00,22,3,0
T4ANA15103,19:45:00,19:45:00,22,3,0
T4ANA15104,19:53:00,19:53:00,22,3,0
T4ANA15105,20:01:00,20:01:00,22,3,0
T4ANA15106,20:09:00,20:09:00,22,3,0
T4ANA15107,20:17:00,20:17:00,22,3,0
T4ANA15108,20:25:00,20:25:00,22,3,0
T4ANA15109,20:34:00,20:34:00,22,3,0
T4ANA15110,20:42:00,20:42:00,22,3,0
T4ANA15111,20:50:00,20:50:00,22,3,0
T4ANA15112,20:58:00,20:58:00,22,3,0
T4ANA15113,21:05:00,21:05:00,22,3,0
T4ANA15114,21:13:00,21:13:00,22,3,0
T4ANA15115,21:21:00,21:21:00,22,3,0
T4ANA15116,21:30:00,21:30:00,22,3,0
T4ANA15117,21:43:00,21:43:00,22,3,0
T4ANA15118,21:59:00,21:59:00,22,3,0
T4ANA15119,22:18:00,22:18:00,22,3,0
T4ANA15120,22:39:00,22:39:00,22,3,0
T4ANA15121,22:58:00,22:58:00,22,3,0
T4ANA15122,23:17:00,23:17:00,22,3,0
T4ANA15123,23:38:00,23:38:00,22,3,0
T4ANA15124,23:52:00,23:52:00,22,3,0
T4ANA15125,24:03:00,24:03:00,22,3,0
T4ANA151,05:04:00,05:04:00,2,4,0
T4ANA152,05:23:00,05:23:00,2,4,0
T4ANA153,05:44:00,05:44:00,2,4,0
T4ANA154,06:03:00,06:03:00,2,4,0
T4ANA155,06:23:00,06:23:00,2,4,0
T4ANA156,06:42:00,06:42:00,2,4,0
T4ANA157,06:58:00,06:58:00,2,4,0
T4ANA158,07:06:00,07:06:00,2,4,0
T4ANA159,07:14:00,07:14:00,2,4,0
T4ANA1510,07:22:00,07:22:00,2,4,0
T4ANA1511,07:30:00,07:30:00,2,4,0
T4ANA1512,07:38:00,07:38:00,2,4,0
T4ANA1513,07:46:00,07:46:00,2,4,0
T4ANA1514,07:54:00,07:54:00,2,4,0
T4ANA1515,08:02:00,08:02:00,2,4,0
T4ANA1516,08:10:00,08:10:00,2,4,0
T4ANA1517,08:18:00,08:18:00,2,4,0
T4ANA1518,08:26:00,08:26:00,2,4,0
T4ANA1519,08:34:00,08:34:00,2,4,0
T4ANA1520,08:42:00,08:42:00,2,4,0
T4ANA1521,08:50:00,08:50:00,2,4,0
T4ANA1522,08:58:00,08:58:00,2,4,0
T4ANA1523,09:06:00,09:06:00,2,4,0
T4ANA1524,09:14:00,09:14:00,2,4,0
T4ANA1525,09:22:00,09:22:00,2,4,0
T4ANA1526,09:30:00,09:30:00,2,4,0
T4ANA1527,09:38:00,09:38:00,2,4,0
T4ANA1528,09:46:00,09:46:00,2,4,0
T4ANA1529,09:54:00,09:54:00,2,4,0
T4ANA1530,10:02:00,10:02:00,2,4,0
T4ANA1531,10:10:00,10:10:00,2,4,0
T4ANA1532,10:18:00,10:18:00,2,4,0
T4ANA1533,10:26:00,10:26:00,2,4,0
T4ANA1534,10:34:00,10:34:00,2,4,0
T4ANA1535,10:42:00,10:42:00,2,4,0
T4ANA1536,10:50:00,10:50:00,2,4,0
T4ANA1537,10:58:00,10:58:00,2,4,0
T4ANA1538,11:06:00,11:06:00,2,4,0
T4ANA1539,11:14:00,11:14:00,2,4,0
T4ANA1540,11:22:00,11:22:00,2,4,0
T4ANA1541,11:30:00,11:30:00,2,4,0
T4ANA1542,11:38:00,11:38:00,2,4,0
T4ANA1543,11:46:00,11:46:00,2,4,0
T4ANA1544,11:54:00,11:54:00,2,4,0
T4ANA1545,12:02:00,12:02:00,2,4,0
T4ANA1546,12:10:00,12:10:00,2,4,0
T4ANA1547,12:18:00,12:18:00,2,4,0
T4ANA1548,12:26:00,12:26:00,2,4,0
T4ANA1549,12:34:00,12:34:00,2,4,0
T4ANA1550,12:42:00,12:42:00,2,4,0
T4ANA1551,12:50:00,12:50:00,2,4,0
T4ANA1552,12:58:00,12:58:00,2,4,0
T4ANA1553,13:06:00,13:06:00,2,4,0
T4ANA1554,13:14:00,13:14:00,2,4,0
T4ANA1555,13:22:00,13:22:00,2,4,0
T4ANA1556,13:30:00,13:30:00,2,4,0
T4ANA1557,13:38:00,13:38:00,2,4,0
T4ANA1558,13:46:00,13:46:00,2,4,0
T4ANA1559,13:54:00,13:54:00,2,4,0
T4ANA1560,14:02:00,14:02:00,2,4,0
T4ANA1561,14:10:00,14:10:00,2,4,0
T4ANA1562,14:18:00,14:18:00,2,4,0
T4ANA1563,14:26:00,14:26:00,2,4,0
T4ANA1564,14:34:00,14:34:00,2,4,0
T4ANA1565,14:42:00,14:42:00,2,4,0
T4ANA1566,14:50:00,14:50:00,2,4,0
T4ANA1567,14:58:00,14:58:00,2,4,0
T4ANA1568,15:06:00,15:06:00,2,4,0
T4ANA1569,15:14:00,15:14:00,2,4,0
T4ANA1570,15:22:00,15:22:00,2,4,0
T4ANA1571,15:30:00,15:30:00,2,4,0
T4ANA1572,15:38:00,15:38:00,2,4,0
T4ANA1573,15:46:00,15:46:00,2,4,0
T4ANA1574,15:54:00,15:54:00,2,4,0
T4ANA1575,16:02:00,16:02:00,2,4,0
T4ANA1576,16:10:00,16:10:00,2,4,0
T4ANA1577,16:18:00,16:18:00,2,4,0
T4ANA1578,16:26:00,16:26:00,2,4,0
T4ANA1579,16:34:00,16:34:00,2,4,0
T4ANA1580,16:42:00,16:42:00,2,4,0
T4ANA1581,16:50:00,16:50:00,2,4,0
T4ANA1582,16:58:00,16:58:00,2,4,0
T4ANA1583,17:06:00,17:06:00,2,4,0
T4ANA1584,17:14:00,17:14:00,2,4,0
T4ANA1585,17:22:00,17:22:00,2,4,0
T4ANA1586,17:30:00,17:30:00,2,4,0
T4ANA1587,17:38:00,17:38:00,2,4,0
T4ANA1588,17:46:00,17:46:00,2,4,0
T4ANA1589,17:54:00,17:54:00,2,4,0
T4ANA1590,18:02:00,18:02:00,2,4,0
T4ANA1591,18:10:00,18:10:00,2,4,0
T4ANA1592,18:18:00,18:18:00,2,4,0
T4ANA1593,18:26:00,18:26:00,2,4,0
T4ANA1594,18:34:00,18:34:00,2,4,0
T4ANA1595,18:42:00,18:42:00,2,4,0
T4ANA1596,18:50:00,18:50:00,2,4,0
T4ANA1597,18:58:00,18:58:00,2,4,0
T4ANA1598,19:06:00,19:06:00,2,4,0
T4ANA1599,19:14:00,19:14:00,2,4,0
T4ANA15100,19:22:00,19:22:00,2,4,0
T4ANA15101,19:30:00,19:30:00,2,4,0
T4ANA15102,19:38:00,19:38:00,2,4,0
T4ANA15103,19:46:00,19:46:00,2,4,0
T4ANA15104,19:54:00,19:54:00,2,4,0
T4ANA15105,20:02:00,20:02:00,2,4,0
T4ANA15106,20:10:00,20:10:00,2,4,0
T4ANA15107,20:18:00,20:18:00,2,4,0
T4ANA15108,20:26:00,20:26:00,2,4,0
T4ANA15109,20:35:00,20:35:00,2,4,0
T4ANA15110,20:43:00,20:43:00,2,4,0
T4ANA15111,20:51:00,20:51:00,2,4,0
T4ANA15112,20:59:00,20:59:00,2,4,0
T4ANA15113,21:06:00,21:06:00,2,4,0
T4ANA15114,21:14:00,21:14:00,2,4,0
T4ANA15115,21:22:00,21:22:00,2,4,0
T4ANA15116,21:31:00,21:31:00,2,4,0
T4ANA15117,21:44:00,21:44:00,2,4,0
T4ANA15118,22:00:00,22:00:00,2,4,0
T4ANA15119,22:19:00,22:19:00,2,4,0
T4ANA15120,22:40:00,22:40:00,2,4,0
T4ANA15121,22:59:00,22:59:00,2,4,0
T4ANA15122,23:18:00,23:18:00,2,4,0
T4ANA15123,23:39:00,23:39:00,2,4,0
T4ANA15124,23:53:00,23:53:00,2,4,0
T4ANA15125,24:04:00,24:04:00,2,4,0
T4ANA151,05:06:00,05:06:00,3,5,0
T4ANA152,05:25:00,05:25:00,3,5,0
T4ANA153,05:46:00,05:46:00,3,5,0
T4ANA154,06:05:00,06:05:00,3,5,0
T4ANA155,06:25:00,06:25:00,3,5,0
T4ANA156,06:44:00,06:44:00,3,5,0
T4ANA157,07:00:00,07:00:00,3,5,0
T4ANA158,07:08:00,07:08:00,3,5,0
T4ANA159,07:16:00,07:16:00,3,5,0
T4ANA1510,07:24:00,07:24:00,3,5,0
T4ANA1511,07:32:00,07:32:00,3,5,0
T4ANA1512,07:40:00,07:40:00,3,5,0
T4ANA1513,07:48:00,07:48:00,3,5,0
T4ANA1514,07:56:00,07:56:00,3,5,0
T4ANA1515,08:04:00,08:04:00,3,5,0
T4ANA1516,08:12:00,08:12:00,3,5,0
T4ANA1517,08:20:00,08:20:00,3,5,0
T4ANA1518,08:28:00,08:28:00,3,5,0
T4ANA1519,08:36:00,08:36:00,3,5,0
T4ANA1520,08:44:00,08:44:00,3,5,0
T4ANA1521,08:52:00,08:52:00,3,5,0
T4ANA1522,09:00:00,09:00:00,3,5,0
T4ANA1523,09:08:00,09:08:00,3,5,0
T4ANA1524,09:16:00,09:16:00,3,5,0
T4ANA1525,09:24:00,09:24:00,3,5,0
T4ANA1526,09:32:00,09:32:00,3,5,0
T4ANA1527,09:40:00,09:40:00,3,5,0
T4ANA1528,09:48:00,09:48:00,3,5,0
T4ANA1529,09:56:00,09:56:00,3,5,0
T4ANA1530,10:04:00,10:04:00,3,5,0
T4ANA1531,10:12:00,10:12:00,3,5,0
T4ANA1532,10:20:00,10:20:00,3,5,0
T4ANA1533,10:28:00,10:28:00,3,5,0
T4ANA1534,10:36:00,10:36:00,3,5,0
T4ANA1535,10:44:00,10:44:00,3,5,0
T4ANA1536,10:52:00,10:52:00,3,5,0
T4ANA1537,11:00:00,11:00:00,3,5,0
